id,session_id,timestamp,hex_id,data
17882,23,1756868238623,0x201,00 00 00 00
17883,23,1756868238623,0x202,00 00
17884,23,1756868238623,0x220,01
17885,23,1756868238623,0x3f2,00
17886,23,1756868238657,0x200,12 54 03 E3 00 00
17887,23,1756868238657,0x201,00 00 00 00
17888,23,1756868238657,0x202,00 00
17889,23,1756868238657,0x220,01
17890,23,1756868238657,0x3f2,00
17891,23,1756868238690,0x200,12 73 03 F2 00 00
17892,23,1756868238690,0x201,00 00 00 00
17893,23,1756868238690,0x202,00 00
17894,23,1756868238690,0x220,01
17895,23,1756868238690,0x3f2,00
17896,23,1756868238721,0x200,12 91 04 01 00 00
17897,23,1756868238721,0x201,00 00 00 00
17898,23,1756868238721,0x202,00 00
17899,23,1756868238721,0x220,01
17900,23,1756868238721,0x3f2,00
17901,23,1756868238755,0x200,12 AF 04 0F 00 00
17902,23,1756868238755,0x201,00 00 00 00
17903,23,1756868238755,0x202,00 00
17904,23,1756868238755,0x220,01
17905,23,1756868238755,0x3f2,00
17906,23,1756868238789,0x200,12 CD 04 1E 00 00
17907,23,1756868238789,0x201,00 00 00 00
17908,23,1756868238789,0x202,00 00
17909,23,1756868238789,0x220,01
17910,23,1756868238789,0x3f2,00
17911,23,1756868238826,0x200,12 EA 04 2D 00 00
17912,23,1756868238826,0x201,00 00 00 00
17913,23,1756868238826,0x202,00 00
17914,23,1756868238826,0x220,01
17915,23,1756868238826,0x3f2,00
17916,23,1756868238859,0x200,13 07 04 3C 00 00
17917,23,1756868238859,0x201,00 00 00 00
17918,23,1756868238859,0x202,00 00
17919,23,1756868238859,0x220,01
17920,23,1756868238859,0x3f2,00
17921,23,1756868238896,0x200,13 25 04 4A 00 00
17922,23,1756868238896,0x201,00 00 00 00
17923,23,1756868238896,0x202,00 00
17924,23,1756868238896,0x220,01
17925,23,1756868238896,0x3f2,00
17926,23,1756868238929,0x200,13 41 04 59 00 00
17927,23,1756868238929,0x201,00 00 00 00
17928,23,1756868238929,0x202,00 00
17929,23,1756868238929,0x220,01
17930,23,1756868238929,0x3f2,00
17931,23,1756868238961,0x200,13 5E 04 68 00 00
17932,23,1756868238961,0x201,00 00 00 00
17933,23,1756868238961,0x202,00 00
17934,23,1756868238961,0x220,01
17935,23,1756868238961,0x3f2,00
17936,23,1756868238995,0x200,13 7A 04 77 00 00
17937,23,1756868238995,0x201,00 00 00 00
17938,23,1756868238995,0x202,00 00
17939,23,1756868238995,0x220,01
17940,23,1756868238995,0x3f2,00
17941,23,1756868239027,0x200,13 97 04 85 00 00
17942,23,1756868239027,0x201,00 00 00 00
17943,23,1756868239027,0x202,00 00
17944,23,1756868239027,0x220,01
17945,23,1756868239027,0x3f2,00
17946,23,1756868239064,0x200,13 B3 04 94 00 00
17947,23,1756868239064,0x201,00 00 00 00
17948,23,1756868239064,0x202,00 00
17949,23,1756868239064,0x220,01
17950,23,1756868239064,0x3f2,00
17951,23,1756868239097,0x200,13 CF 04 A3 00 00
17952,23,1756868239097,0x201,00 00 00 00
17953,23,1756868239097,0x202,00 00
17954,23,1756868239097,0x220,01
17955,23,1756868239097,0x3f2,00
17956,23,1756868239131,0x200,13 EA 04 B2 00 00
17957,23,1756868239131,0x201,00 00 00 00
17958,23,1756868239131,0x202,00 00
17959,23,1756868239131,0x220,01
17960,23,1756868239131,0x3f2,00
17961,23,1756868239165,0x200,14 06 04 C0 00 00
17962,23,1756868239165,0x201,00 00 00 00
17963,23,1756868239165,0x202,00 00
17964,23,1756868239165,0x220,01
17965,23,1756868239165,0x3f2,00
17966,23,1756868239199,0x200,14 21 04 CF 00 00
17967,23,1756868239199,0x201,00 00 00 00
17968,23,1756868239199,0x202,00 00
17969,23,1756868239199,0x220,01
17970,23,1756868239199,0x3f2,00
17971,23,1756868239233,0x200,14 3C 04 DE 00 00
17972,23,1756868239233,0x201,00 00 00 00
17973,23,1756868239233,0x202,00 00
17974,23,1756868239233,0x220,01
17975,23,1756868239233,0x3f2,00
17976,23,1756868239267,0x200,14 57 04 EC 00 00
17977,23,1756868239267,0x201,00 00 00 00
17978,23,1756868239267,0x202,00 00
17979,23,1756868239267,0x220,01
17980,23,1756868239267,0x3f2,00
17981,23,1756868239303,0x200,14 72 04 FB 00 00
17982,23,1756868239303,0x201,00 00 00 00
17983,23,1756868239303,0x202,00 00
17984,23,1756868239303,0x220,01
17985,23,1756868239303,0x3f2,00
17986,23,1756868239335,0x200,14 8C 05 0A 00 00
17987,23,1756868239335,0x201,00 00 00 00
17988,23,1756868239335,0x202,00 00
17989,23,1756868239335,0x220,01
17990,23,1756868239335,0x3f2,00
17991,23,1756868239371,0x200,14 A7 05 19 00 00
17992,23,1756868239371,0x201,00 00 00 00
17993,23,1756868239371,0x202,00 00
17994,23,1756868239371,0x220,01
17995,23,1756868239371,0x3f2,00
17996,23,1756868239404,0x200,14 C1 05 27 00 00
17997,23,1756868239404,0x201,00 00 00 00
17998,23,1756868239404,0x202,00 00
17999,23,1756868239404,0x220,01
18000,23,1756868239404,0x3f2,00
18001,23,1756868239438,0x200,14 DB 05 36 00 00
18002,23,1756868239438,0x201,00 00 00 00
18003,23,1756868239438,0x202,00 00
18004,23,1756868239438,0x220,01
18005,23,1756868239438,0x3f2,00
18006,23,1756868239472,0x200,14 F5 05 45 00 00
18007,23,1756868239472,0x201,00 00 00 00
18008,23,1756868239472,0x202,00 00
18009,23,1756868239472,0x220,01
18010,23,1756868239472,0x3f2,00
18011,23,1756868239504,0x200,15 0F 05 53 00 00
18012,23,1756868239504,0x201,00 00 00 00
18013,23,1756868239504,0x202,00 00
18014,23,1756868239504,0x220,01
18015,23,1756868239504,0x3f2,00
18016,23,1756868239538,0x200,15 29 05 62 00 00
18017,23,1756868239538,0x201,00 00 00 00
18018,23,1756868239538,0x202,00 00
18019,23,1756868239538,0x220,01
18020,23,1756868239538,0x3f2,00
18021,23,1756868239571,0x200,15 42 05 71 00 00
18022,23,1756868239571,0x201,00 00 00 00
18023,23,1756868239571,0x202,00 00
18024,23,1756868239571,0x220,01
18025,23,1756868239571,0x3f2,00
18026,23,1756868239604,0x200,15 5C 05 80 00 00
18027,23,1756868239604,0x201,00 00 00 00
18028,23,1756868239604,0x202,00 00
18029,23,1756868239604,0x220,01
18030,23,1756868239604,0x3f2,00
18031,23,1756868239640,0x200,15 75 05 8E 00 00
18032,23,1756868239640,0x201,00 00 00 00
18033,23,1756868239640,0x202,00 00
18034,23,1756868239640,0x220,01
18035,23,1756868239640,0x3f2,00
18036,23,1756868239672,0x200,15 8E 05 9D 00 00
18037,23,1756868239672,0x201,00 00 00 00
18038,23,1756868239672,0x202,00 00
18039,23,1756868239672,0x220,01
18040,23,1756868239672,0x3f2,00
18041,23,1756868239705,0x200,15 A7 05 AC 00 00
18042,23,1756868239705,0x201,00 00 00 00
18043,23,1756868239705,0x202,00 00
18044,23,1756868239705,0x220,01
18045,23,1756868239705,0x3f2,00
18046,23,1756868239743,0x200,15 C0 05 BA 00 00
18047,23,1756868239743,0x201,00 00 00 00
18048,23,1756868239743,0x202,00 00
18049,23,1756868239743,0x220,01
18050,23,1756868239743,0x3f2,00
18051,23,1756868239776,0x200,15 D8 05 C9 00 00
18052,23,1756868239776,0x201,00 00 00 00
18053,23,1756868239776,0x202,00 00
18054,23,1756868239776,0x220,01
18055,23,1756868239776,0x3f2,00
18056,23,1756868239810,0x200,15 F1 05 D8 00 00
18057,23,1756868239810,0x201,00 00 00 00
18058,23,1756868239810,0x202,00 00
18059,23,1756868239810,0x220,01
18060,23,1756868239810,0x3f2,00
18061,23,1756868239843,0x200,16 09 05 E6 00 00
18062,23,1756868239843,0x201,00 00 00 00
18063,23,1756868239843,0x202,00 00
18064,23,1756868239843,0x220,01
18065,23,1756868239843,0x3f2,00
18066,23,1756868239877,0x200,16 21 05 F5 00 00
18067,23,1756868239877,0x201,00 00 00 00
18068,23,1756868239877,0x202,00 00
18069,23,1756868239877,0x220,01
18070,23,1756868239877,0x3f2,00
18071,23,1756868239912,0x200,16 3A 06 04 00 00
18072,23,1756868239912,0x201,00 00 00 00
18073,23,1756868239912,0x202,00 00
18074,23,1756868239912,0x220,01
18075,23,1756868239912,0x3f2,00
18076,23,1756868239943,0x200,16 52 06 12 00 00
18077,23,1756868239943,0x201,00 00 00 00
18078,23,1756868239943,0x202,00 00
18079,23,1756868239943,0x220,01
18080,23,1756868239943,0x3f2,00
18081,23,1756868239978,0x200,16 6A 06 21 00 00
18082,23,1756868239978,0x201,00 00 00 00
18083,23,1756868239978,0x202,00 00
18084,23,1756868239978,0x220,01
18085,23,1756868239978,0x3f2,00
18086,23,1756868240010,0x200,16 81 06 30 00 00
18087,23,1756868240010,0x201,00 00 00 00
18088,23,1756868240010,0x202,00 00
18089,23,1756868240010,0x220,01
18090,23,1756868240010,0x3f2,00
18091,23,1756868240045,0x200,16 99 06 3E 00 00
18092,23,1756868240045,0x201,00 00 00 00
18093,23,1756868240045,0x202,00 00
18094,23,1756868240045,0x220,01
18095,23,1756868240045,0x3f2,00
18096,23,1756868240079,0x200,16 B1 06 4D 00 00
18097,23,1756868240079,0x201,00 00 00 00
18098,23,1756868240079,0x202,00 00
18099,23,1756868240079,0x220,01
18100,23,1756868240079,0x3f2,00
18101,23,1756868240111,0x200,16 C8 06 5C 00 00
18102,23,1756868240111,0x201,00 00 00 00
18103,23,1756868240111,0x202,00 00
18104,23,1756868240111,0x220,01
18105,23,1756868240111,0x3f2,00
18106,23,1756868240146,0x200,16 DF 06 6A 00 00
18107,23,1756868240146,0x201,00 00 00 00
18108,23,1756868240146,0x202,00 00
18109,23,1756868240146,0x220,01
18110,23,1756868240146,0x3f2,00
18111,23,1756868240180,0x200,16 F6 06 79 00 00
18112,23,1756868240180,0x201,00 00 00 00
18113,23,1756868240180,0x202,00 00
18114,23,1756868240180,0x220,01
18115,23,1756868240180,0x3f2,00
18116,23,1756868240214,0x200,17 0E 06 88 00 00
18117,23,1756868240214,0x201,00 00 00 00
18118,23,1756868240214,0x202,00 00
18119,23,1756868240214,0x220,01
18120,23,1756868240214,0x3f2,00
18121,23,1756868240249,0x200,17 25 06 96 00 00
18122,23,1756868240249,0x201,00 00 00 00
18123,23,1756868240249,0x202,00 00
18124,23,1756868240249,0x220,01
18125,23,1756868240249,0x3f2,00
18126,23,1756868240281,0x200,17 3B 06 A5 00 00
18127,23,1756868240281,0x201,00 00 00 00
18128,23,1756868240281,0x202,00 00
18129,23,1756868240281,0x220,01
18130,23,1756868240281,0x3f2,00
18131,23,1756868240316,0x200,17 52 06 B4 00 00
18132,23,1756868240316,0x201,00 00 00 00
18133,23,1756868240316,0x202,00 00
18134,23,1756868240316,0x220,01
18135,23,1756868240316,0x3f2,00
